name,location,origin,location_country,origin_country,origin_country_1,origin_country_2,origin_country_3,origin_country_4,origin_country_5,origin_country_6
Pike’s Place Blend,"Seattle, Washington",,United States,,,,,,,
Major Dickason’s Blend,"Berkeley, California",Americas; Indo-Pacific,United States,Americas; Indo-Pacific,Americas, Indo-Pacific,,,,
Kona Mocca®,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Kona Mocca®,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Kona Mocca®,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Kona Mocca®,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Yemen Al Mashtal Al Burhani,"Minneapolis, Minnesota","Haraaz growing region, Yemen",United States,Yemen,Yemen,,,,,
Panama Elida Green-Tip Geisha La Torre ASD,"Branford, Connecticut","Boquete growing region, Panama",United States,Panama,Panama,,,,,
Kona Maragogype Natural,"Minneapolis, Minnesota","Kainaliu, Kona, United States",United States,United States,United States,,,,,
Bourbon Pointu Natural,"Holualoa, United States","Kona growing region, United States",United States,United States,United States,,,,,
Kona SL34 Sweet Spot,"Holualoa, Hawaii","Kona growing region, United States",United States,United States,United States,,,,,
Yemen Al Mashtal Al Burhani,"Minneapolis, Minnesota","Haraaz growing region, Yemen",United States,Yemen,Yemen,,,,,
Colombia Chiroso Natural,"Minneapolis, Minnesota","Caicedo, Antioquia Department, Colombia",United States,Colombia,Colombia,,,,,
SL28,"Captain Cook, United States","North Kona growing district, United States",United States,United States,United States,,,,,
Miranda’s Farms United States Caturra,"Kihei, United States","Ka'u District, United States",United States,United States,United States,,,,,
Cerro Azul Geisha,"Madison, Wisconsin","Trujillo, Valle del Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Cerro Azul Geisha,"Madison, Wisconsin","Trujillo, Valle del Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Kona Peaberry,"Mountain View, United States","Kona growing region, United States",United States,United States,United States,,,,,
Colombia Finca El Vergal Geisha/Java Natural,"Minneapolis, Minnesota","Algeciras, Huila, Colombia",United States,Colombia,Colombia,,,,,
Haraaz Red,"Madison, Wisconsin","Haraaz growing region, Yemen",United States,Yemen,Yemen,,,,,
Guatemala Villatoro Anaerobic,"Spokane, Washington","Huehuetenango growing region, Guatemala",United States,Guatemala,Guatemala,,,,,
Costa Rica Gesha Tobosi Natural,"Bozeman, Montana","El Guarco, Cartago Province, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Ethiopia Limu Washed,"Taipei, Taiwan","Oromia growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Colombia Pink Bourbon Honey,"San Diego, California","Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Panama Finca Los Lajones Natural,"San Diego, California","Boquete growing region, Panama",United States,Panama,Panama,,,,,
Haraaz Red,"Madison, Wisconsin","Haraaz growing region, Yemen",United States,Yemen,Yemen,,,,,
Karatina Kenya,"Madison, Wisconsin","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Ethiopia Harsu Haro Single-Origin Espresso,"Sacramento, California","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Karatina Kenya,"Madison, Wisconsin","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Life in Dihua Street Espresso Blend,"Taipei, Taiwan",Ethiopia; Nicaragua; Guatemala,Taiwan,Ethiopia; Nicaragua; Guatemala,Ethiopia, Nicaragua, Guatemala,,,
Ethiopia Sidamo G2 Washed,"Taichung City, Taiwan","Sidama (also Sidamo) growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Papua New Guinea Baroida Natural,"Toronto, Ontario, Canada","ainantu District, Eastern Highlands Province, Papua New Guinea",Canada,Papua New Guinea,Papua New Guinea,,,,,
Papua New Guinea Baroida Washed,"Toronto, Ontario, Canada","ainantu District, Eastern Highlands Province, Papua New Guinea",Canada,Papua New Guinea,Papua New Guinea,,,,,
Papua New Guinea Baroida Honey,"Toronto, Ontario, Canada","Kainantu District, Eastern Highlands Province, Papua New Guinea",Canada,Papua New Guinea,Papua New Guinea,,,,,
Sumatra Ketiara,"Spokane, Washington","Bebesen District, Aceh Tengah, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Reina de la Asuncion Ecuador,"Madison, Wisconsin","Congonama, Loja region, Ecuador",United States,Ecuador,Ecuador,,,,,
Colombia Jorge Eli DUnited Statessan,"Santa Rosa Beach, Florida","Tolima, Colombia",United States,Colombia,Colombia,,,,,
Uganda Utz Sipi Falls,"Islamorada, Florida","Sipi Falls, Bugisu Region, Uganda",United States,Uganda,Uganda,,,,,
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,"Douliou City, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Reina de la Asuncion Ecuador,"Madison, Wisconsin","Congonama, Loja region, Ecuador",United States,Ecuador,Ecuador,,,,,
Ethiopia Kochere G1,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
SuyUnited Statesama Colombia,"San Diego, California","Nariño region, Antioquia Department, Colombia",United States,Colombia,Colombia,,,,,
Rwanda Sholi,"Spokane, Washington","Muhanga District, Southern Province, Rwanda",United States,Rwanda,Rwanda,,,,,
Flight Seasonal Espresso,"Floyd, Virginia",Ethiopia; Dominican Republic,United States,Ethiopia; Dominican Republic,Ethiopia, Dominican Republic,,,,
Nayamasasa Democratic Republic of the Congo,"Lexington, Virginia","South Kivu Province, Democratic Republic of the Congo",United States,Democratic Republic of the Congo,Democratic Republic of the Congo,,,,,
Kenya Washed Nyeri Gichathaini Factory AB,"Chia-Yi, Taiwan","yeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Natural Guji Hambella Wate Peaberry,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Honey Honduras Comsa,"Santa Rosa Beach, Florida","Marcala, La Paz Department, Honduras",United States,Honduras,Honduras,,,,,
Turbo Espresso,"Toronto, Ontario, Canada",Brazil; Colombia,Canada,Brazil; Colombia,Brazil, Colombia,,,,
Foundry Blend,"Toronto, Ontario, Canada",Colombia; Burundi,Canada,Colombia; Burundi,Colombia, Burundi,,,,
Sumatra Kerinci Highlands Honey,"Bozeman, Montana","Kerinci Highlands, Jambi Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Ethiopia Guji Shakiso Dambi Udo Natural Anaerobic,"Taipei, Taiwan","Guji Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Thung Chang RobUnited Statesta Honey Espresso,"Minneapolis, Minnesota","Nan Province, Thailand",United States,Thailand,Thailand,,,,,
Thung Chang RobUnited Statesta Honey,"Minneapolis, Minnesota","Nan Province, Thailand",United States,Thailand,Thailand,,,,,
Ethiopia Guji Shakiso Dambi Udo Honey,"Taipei, Taiwan","Guji Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Las Brisas Colombia,"Madison, Wisconsin","Paez region, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Sumatra Ketiara,"Spokane, Washington","Bebesen District, Aceh Tengah, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Rwanda Sholi,"Spokane, Washington","Muhanga District, Southern Province, Rwanda",United States,Rwanda,Rwanda,,,,,
Guatemala Monja Blanca,"Spokane, Washington","Atitlán growing region, Guatemala",United States,Guatemala,Guatemala,,,,,
Ethiopia Wuri Washed,"Spokane, Washington","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Amhara Natural,"Spokane, Washington","Amhara Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Honduras Los Amigos,"San Diego, California","El Soccoro, Honduras",United States,Honduras,Honduras,,,,,
Private Reserve Colombia Antioquia,"Lincoln, California","Antioquia Department, Colombia",United States,Colombia,Colombia,,,,,
Private Reserve Rwanda Huye,"Lincoln, California","Huye District, southern Rwanda",United States,southern Rwanda,southern Rwanda,,,,,
Private Reserve Panama La Huaca,"Lincoln, California","Renacimiento District, Chiriquí Province, Panama",United States,Panama,Panama,,,,,
Kenya Kiambu Kiriga AA,"Portland, Maine","Kiambu growing region, Kenya",United States,Kenya,Kenya,,,,,
Ethiopia Yirgacheffe Heyilu Butiya,"Portland, Maine","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Colombia Nariño,"Henderson, Nevada","Nariño Department, Columbia",United States,Columbia,Columbia,,,,,
Costa Rica Yellow Honey Kinka Bear Lot 20-02,"Chia-Yi, Taiwan",Costa Rica,Taiwan,Costa Rica,Costa Rica,,,,,
Kenya Washed Nakuru Gachombe Factory AB,"Chia-Yi, Taiwan","Nakuru County, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Natural Guji,"Chia-Yi, Taiwan","Guji Zone, Oromia region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Colombia Paraiso 92 Geisha Double Anaerobic,"Taitung, Taiwan","Piendamó, Cauca Department, Colombia",Taiwan,Colombia,Colombia,,,,,
Colombia Sunrise,"Taipei, Taiwan","Palestina, Huila Department, Colombia",Taiwan,Colombia,Colombia,,,,,
Winter Espresso Blend,"Taipei, Taiwan",Kenya; India; Guatemala,Taiwan,Kenya; India; Guatemala,Kenya, India, Guatemala,,,
Ethiopia Agaro Duromina,"Berkeley, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Hambela Kurume Natural,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Guji Hambela Natural Tsigered G1,"Taipei, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Yu He Pao Litchi,"Taipei, Taiwan","Cauca Department, Colombia",Taiwan,Colombia,Colombia,,,,,
Putra Gayo Sumatra,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Putra Gayo Sumatra,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Putra Gayo Sumatra Espresso,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Manhattan Beach Blend,"Santa Monica, California",Colombia; Ethiopia; Honduras,United States,Colombia; Ethiopia; Honduras,Colombia, Ethiopia, Honduras,,,
Bali Kintamani,"Long Island City, New York","Kintamani Highlands, Bali, Indonesia",United States,Indonesia,Indonesia,,,,,
Finca Vista Hermosa Edwin’s Reserve Guatemala,"San Diego, California","Huehuetenango, Guatemala",United States,Guatemala,Guatemala,,,,,
Kenya Gachika,"Fort Wayne, Indiana","Kiamworia, Kiambu County, Kenya",United States,Kenya,Kenya,,,,,
Kenya Blackberry Honey,"Taitung, Taiwan","Rift Valley Province, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Honey Peach of Floral Language,"Taitung, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Claremont Blend,"Berkeley, California",Brazil,United States,Brazil,Brazil,,,,,
#401 Italian-Style Espresso Blend,"Xitun District, Taichung, Taiwan",Colombia; Brazil; Guatemala; Ethiopia,Taiwan,Colombia; Brazil; Guatemala; Ethiopia,Colombia, Brazil, Guatemala, Ethiopia,,
Ethiopia Sidamo Heidenröslein Anaerobic Washed G1,"Zhubei, Taiwan","Bensa District, Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Black Honey Guji Wate Lot Tabby,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Signature Blend Espresso,"Taipei, Taiwan",Kenya; Guatemala; Brazil; Nicaragua; Honduras; Indonesia,Taiwan,Kenya; Guatemala; Brazil; Nicaragua; Honduras; Indonesia,Kenya, Guatemala, Brazil, Nicaragua, Honduras, Indonesia
Hey Much Espresso Blend,"Chia-Yi, Taiwan",Guatemala; Honduras; Colombia,Taiwan,Guatemala; Honduras; Colombia,Guatemala, Honduras, Colombia,,,
Golden Parrot Blend,"Chia-Yi, Taiwan",Guatemala; Ethiopia; Colombia,Taiwan,Guatemala; Ethiopia; Colombia,Guatemala, Ethiopia, Colombia,,,
Golden Parrot Blend,"Chia-Yi, Taiwan",Guatemala; Ethiopia; Colombia,Taiwan,Guatemala; Ethiopia; Colombia,Guatemala, Ethiopia, Colombia,,,
Honey Latte Blend Espresso,"Taipei, Taiwan",Brazil; India; Ethiopia,Taiwan,Brazil; India; Ethiopia,Brazil, India, Ethiopia,,,
Ethiopia 2022 COE #3 Washed Temam 74110,"Chia-Yi, Taiwan","Jimma Zone, Oromia region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ka‘ū JN Farms Malolactic Honey,"Hilo, United States","Ka‘ū growing region, United States",United States,United States,United States,,,,,
Colombia Granja Paraíso-92- Papayo Kōji,"Hilo, Hawaii","Piendamó, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Taiwan Alishan Honey,"Taichung, Taiwan","Alishan region, Taiwan ",Taiwan,Taiwan,Taiwan,,,,,
Kona Classic,"Hilo, Hawaii","Kona growing region, United States",United States,United States,United States,,,,,
United States Ka‘ū Champagne Natural,"Hilo, Hawaii","Ka‘ū growing region, United States",United States,United States,United States,,,,,
Colombia OsmanthUnited States Bouquet Granja Paraiso 92,"Seoul, South Korea","Piendamo, Cauca Department, Colombia",South Korea,Colombia,Colombia,,,,,
Panama Finca Lorayne Catuaí Anaerobic,"Newbury Park, California","Chiriqui, Boquete growing region, Panama",United States,Panama,Panama,,,,,
Guatemala Natural Santa Felisa Gesha SF-04 95,"Chia-Yi, Taiwan","Acatenango, Chimaltenango Department, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Yemen Natural Hamoud Abdullah AL-Khisheni,"Chia-Yi, Taiwan","Al Hayma, Sana'a Governorate, Yemen",Taiwan,Yemen,Yemen,,,,,
Guatemala Acatenango Gesha,"Taichung, Taiwan","Acatenango growing region, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Panama Catuai,"Taichung, Taiwan","Boquete growing region, Panama",Taiwan,Panama,Panama,,,,,
Colombia Finca El Paraiso Rose Tea,"Yilan, Taiwan","Cauca Department, Colombia",Taiwan,Colombia,Colombia,,,,,
Colombia Gesha Spirits Semi-Washed Anaerobic,"Savannah, Georgia","Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Purple Fruit Anaerobic,"San Jose, California","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Pink Bourbon,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Galaxy Gesha Quindio Colombia Edwin Noreña,"Lee, MassachUnited Statesetts","Circasia, Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Pink Bourbon,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Costa Rica Volcán Azul Geisha Yeast-Washed,"Zhubei, Taiwan","West Valley, Costa Rica",Taiwan,Costa Rica,Costa Rica,,,,,
Guatemala Acatenango Gesha,"Taichung, Taiwan","Acatenango growing region, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Colombia Cauca Granja Paraiso 92 – Pink Bourbon,"Lake Forest, Illinois","Piendamo, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Gatta Anaerobic,"Olympia, Washington","Sidamo growing region, Ethiopia ",United States,Ethiopia,Ethiopia,,,,,
Colombia Finca Juan Martin Aced Sidra,"Billings, Montana","Cauca, Colombia",United States,Colombia,Colombia,,,,,
Kenya Gatomboya,"Truckee, California","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Colombia Jairo Arcila Peach Maceration,"ColumbUnited States, Ohio","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Organic Peru San Fernando Tres Fincas Gesha,"Viroqua, Wisconsin","Incawasi, La Convencion Province, Peru",United States,Peru,Peru,,,,,
Ethiopia Dinkalem Ademe WUnited Statesh WUnited Statesh,"Floyd, Virginia","Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Yirgacheffe Adame G1 Natural,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Colombia Monteblanco Rodrigo Sanchez Carbonic Maceration,"Los Angeles, California","Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Washed Yirgacheffe Botabaa G1,"Hsinchu City, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
La Joya Ecuador,"Madison, Wisconsin","Gonzanama, Loja Province, Ecuador",United States,Ecuador,Ecuador,,,,,
Colombia La Cristalina Pink Bourbon Natural,"Portland, Maine","Caldas Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Red Bomb,"Lexington, Virginia","La Sierra, Medellin, Colombia",United States,Colombia,Colombia,,,,,
Kenya Gatomboya,"Truckee, California","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Teremuka Peaberry Kenya,"Madison, Wisconsin","Nakuru County, Kenya",United States,Kenya,Kenya,,,,,
Teremuka Kenya,"Madison, Wisconsin","Nakuru County, Kenya",United States,Kenya,Kenya,,,,,
Costa Rica Aquiares Estate,"Taipei, Taiwan","Aquíares, Cartago, Costa Rica",Taiwan,Costa Rica,Costa Rica,,,,,
Burundi Nemba Washed Process,"Viroqua, Wisconsin","Kayanza, Northern Province, Burundi",United States,Burundi,Burundi,,,,,
El Salvador La Muela Pacamara,"Topeka, Kansas","Chalatenango, El Salvador",United States,El Salvador,El Salvador,,,,,
Rwanda “Ireme” Anaerobic,"Portland, Maine","Nyamasheke, Western Province, Rwanda",United States,Rwanda,Rwanda,,,,,
San Jose del Lago Guatemala,"Madison, Wisconsin","Santiago Atitlán, Sololá Department, Guatemala",United States,Guatemala,Guatemala,,,,,
Ethiopia Keramo Natural,"Madison, Wisconsin","Sidamo growing region, Ethiopia ",United States,Ethiopia,Ethiopia,,,,,
Worka Sakaro Ethiopia,"Madison, Wisconsin","Worka Sakaro, Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Colombia Nariño Aponte Honey,"Portland, Maine","Nariño Department, Columbia",United States,Columbia,Columbia,,,,,
Uislandscafe Classic Espresso,"Hsinchu City, Taiwan",Brazil; Colombia; Ethiopia,Taiwan,Brazil; Colombia; Ethiopia,Brazil, Colombia, Ethiopia,,,
Ethiopia Sidamo Rumudamo Premium,"Chia-Yi, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ecuador Legrand RobUnited Statesta Lactic Natural Espresso,"Hilo, Hawaii","Santa Elena Province, Ecuador",United States,Ecuador,Ecuador,,,,,
Ethiopia Idido,"Atlanta, Georgia","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Costa Rica Tarrazu Minor Jimenez,"Atlanta, Georgia","Tarrazu growing region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Norte Peru,"Madison, Wisconsin","Jaén Province, Cajamarca Region, Peru",United States,Peru,Peru,,,,,
French Roast,"Lexington, Virginia",Guatemala; Mexico,United States,Guatemala; Mexico,Guatemala, Mexico,,,,
Ethiopia Keramo Natural,"Madison, Wisconsin","Sidamo growing region, Ethiopia ",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Guji Bule Hora Blue Nile Natural,"Taipei, Taiwan","Odo Shakiso District, Guji Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Espresso GiUnited Statesto,"Lexington, Virginia",Colombia; Guatemala; Mexico,United States,Colombia; Guatemala; Mexico,Colombia, Guatemala, Mexico,,,
Espresso GiUnited Statesto,"Lexington, Virginia",Colombia; Guatemala; Mexico,United States,Colombia; Guatemala; Mexico,Colombia, Guatemala, Mexico,,,
Bollywood Espresso,"Daejeon, South Korea",Guatemala,South Korea,Guatemala,Guatemala,,,,,
Spring Loop Espresso Blend,"Taipei, Taiwan",Colombia; El Salvador,Taiwan,Colombia; El Salvador,Colombia, El Salvador,,,,
Kenya Kiambu Mandela Estate AA Washed Process,"Taipei, Taiwan","Kiambu County, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Yirgacheffe Konga Washed Process,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Costa Rica Tarrazu Caturra Anaerobic Natural Espresso,"Zhubei, Taiwan","Tarrazu, Costa Rica",Taiwan,Costa Rica,Costa Rica,,,,,
Colombia Pink Bourbon,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Norte Peru,"Madison, Wisconsin","Jaén Province, Cajamarca Region, Peru",United States,Peru,Peru,,,,,
Doho Classic Espresso Blend,"Caotun, Nantou, Taiwan",Ethiopia; Guatemala; Brazil,Taiwan,Ethiopia; Guatemala; Brazil,Ethiopia, Guatemala, Brazil,,,
Ethiopia Guji Shakiso Mulish Washed,"Taipei, Taiwan","Odo Shakiso District, Guji Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Peru Cajamarca,"Madison, Wisconsin","Cajamarca, Peru",United States,Peru,Peru,,,,,
Kenya Washed Kiambu Gititu AB Top,"Chia-Yi, Taiwan","Kiambu growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Natural Guji Dasaya,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Beaverslide Rwanda/Ethiopia Blend,"Philipsburg, Montana",Rwanda; Ethiopia,United States,Rwanda; Ethiopia,Rwanda, Ethiopia,,,,
Amber Forest Espresso Blend,"Taipei, Taiwan",Ethiopia; Colombia; Sumatra,Taiwan,Ethiopia; Colombia; Sumatra,Ethiopia, Colombia, Sumatra,,,
Golden Parrot Blend Espresso,"Chia-Yi, Taiwan",Guatemala; Ethiopia; Colombia,Taiwan,Guatemala; Ethiopia; Colombia,Guatemala, Ethiopia, Colombia,,,
Ethiopia Guji,"Taipei, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Colombia Sidra Natural Signature Selection,"San Diego, California","Caicedonia, Valle de Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Finca La Primavera Sidra,"Minneapolis, Minnesota","Huila, Colombia",United States,Colombia,Colombia,,,,,
Haraaz Red Yemen,"Madison, Wisconsin","Al Mashtal ul Burhani, Yemen",United States,Yemen,Yemen,,,,,
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,"New Taipei City, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Honduras Anaerobic Natural,"Taipei, Taiwan",Honduras,Taiwan,Honduras,Honduras,,,,,
Lugmapata Ecuador,"Madison, Wisconsin","Pallatanga, Chimborazo Province, Ecuador",United States,Ecuador,Ecuador,,,,,
Macarena Colombia,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Guatemala Reserve Las Moritas Yellow Pacamara,"Buffalo, New York","El Progresso Department, Guatemala",United States,Guatemala,Guatemala,,,,,
Ethiopia Bensa Asefa Qonqana,"San Diego, California","Sidamo (also Sidama) growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Durato Bombe,"Charlotte, North Carolina","Bombe mountains, Sidama Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Red Sunset by Andres Cardona,"San Diego, California","Santa Bárbara, Antioquia Department, Colombia",United States,Colombia,Colombia,,,,,
Espresso Blend,"New Taipei, Taiwan","India, Brazil, Ethiopia, Indonesia, Colombia",Taiwan,Colombia,Colombia,,,,,
Guatemala Reserve Las Moritas Yellow Pacamara,"Buffalo, New York","El Progresso Department, Guatemala",United States,Guatemala,Guatemala,,,,,
El Salvador Anarquia Pacamara,"Buffalo, New York","Apaneca, El Salvador",United States,El Salvador,El Salvador,,,,,
Espresso Blend,"New Taipei, Taiwan","India, Brazil, Ethiopia, Indonesia, Colombia",Taiwan,Colombia,Colombia,,,,,
Espresso Blend,"New Taipei, Taiwan","India, Brazil, Ethiopia, Indonesia, Colombia",Taiwan,Colombia,Colombia,,,,,
Espresso Blend,"New Taipei, Taiwan","India, Brazil, Ethiopia, Indonesia, Colombia",Taiwan,Colombia,Colombia,,,,,
Tanzania Peaberry,"Bayboro, North Carolina",Tanzania,United States,Tanzania,Tanzania,,,,,
Nicaragua Sabino Maria,"San Diego, California","Jinotega Department, Nicaragua",United States,Nicaragua,Nicaragua,,,,,
Ethiopia Anaerobic Shantawene,"ManliUnited States, New York","Sidamo (also Sidama) growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Washed Shantawene,"ManliUnited States, New York","Sidamo (also Sidama) growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Democratic Republic of Congo Mighty Peace Mapendo,"Sacramento, California","Lake Kivu, Democratic Republic of Congo",United States,Democratic Republic of Congo,Democratic Republic of Congo,,,,,
Secret Lovers Blend,"Taipei, Taiwan",Costa Rica; El Salvador; Papua New Guinea,Taiwan,Costa Rica; El Salvador; Papua New Guinea,Costa Rica, El Salvador, Papua New Guinea,,,
Honduras Blue Hole Estate,"Taipei, Taiwan",Honduras,Taiwan,Honduras,Honduras,,,,,
Chokoreeto Espresso Blend,"Zhuwei, Taiwan",Costa Rica; Ethiopia,Taiwan,Costa Rica; Ethiopia,Costa Rica, Ethiopia,,,,
Ethiopia Durato Bombe,"Charlotte, North Carolina","Bombe mountains, Sidama Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Barokah Honey Sumatra,"Madison, Wisconsin","Gunung Tujuh, Kerinci, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Espresso Blend,"New Taipei, Taiwan","India, Brazil, Ethiopia, Indonesia, Colombia",Taiwan,Colombia,Colombia,,,,,
Ethiopia Karamo Natural,"Buffalo, New York","Sidamo (also Sidama) growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Washed Kabingara AA,"Chia-Yi, Taiwan","Kirinyaga County, Kenya",Taiwan,Kenya,Kenya,,,,,
Espresso Blend,"New Taipei, Taiwan","India, Brazil, Ethiopia, Indonesia, Colombia",Taiwan,Colombia,Colombia,,,,,
Twisted V.7 Espresso,"Madison, Wisconsin",Central America;  Ethiopia,United States,Central America;  Ethiopia,Central America,  Ethiopia,,,,
Ethiopia Natural Guji Dasaya SP,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Indonesia Sumatra Natural Aceh MUnited Statesara SC19,"Chia-Yi, Taiwan","Aceh Province, Indonesia",Taiwan,Indonesia,Indonesia,,,,,
Tanzania Peaberry,"Bayboro, North Carolina",Tanzania,United States,Tanzania,Tanzania,,,,,
Kaori Espresso Blend,"Zhuwei, Taiwan",Ethiopia,Taiwan,Ethiopia,Ethiopia,,,,,
Tanzania Peaberry,"Bayboro, North Carolina",Tanzania,United States,Tanzania,Tanzania,,,,,
Espresso Blend,"New Taipei, Taiwan","India, Brazil, Ethiopia, Indonesia, Colombia",Taiwan,Colombia,Colombia,,,,,
